latitude, longitude, datanum, time, pressure, altitude, temperature
44.231445, -76.614028, 33, 18:06:46, 280.00, 69.81, 28.56
44.231441, -76.614036, 34, 18:06:48, 279.00, 70.50, 28.56
44.231441, -76.614036, 35, 18:06:50, 281.25, 70.31, 28.56
44.231437, -76.614036, 36, 18:06:52, 281.25, 70.31, 28.56
44.231433, -76.614036, 37, 18:06:54, 281.50, 70.31, 28.56
44.231430, -76.614036, 38, 18:06:56, 280.25, 70.37, 28.56
44.231426, -76.614036, 39, 18:06:59, 280.25, 70.44, 28.50
44.231426, -76.614036, 40, 18:07:01, 281.25, 70.25, 28.50
44.231422, -76.614028, 41, 18:07:03, 282.00, 70.44, 28.50
44.231418, -76.614028, 42, 18:07:05, 281.25, 70.31, 28.50
44.231422, -76.614021, 43, 18:07:07, 281.25, 70.19, 28.44
44.231426, -76.614021, 44, 18:07:09, 281.00, 70.12, 28.37
44.231430, -76.614013, 45, 18:07:11, 282.25, 70.31, 28.37
44.231433, -76.614013, 46, 18:07:13, 281.75, 70.37, 28.37
44.231433, -76.614021, 47, 18:07:15, 282.75, 70.56, 28.37
44.231433, -76.614021, 48, 18:07:17, 283.00, 70.69, 28.31
44.231433, -76.614028, 49, 18:07:19, 283.00, 70.62, 28.31
44.231437, -76.614028, 50, 18:07:21, 282.25, 70.56, 28.31
44.231441, -76.614028, 51, 18:07:23, 285.25, 71.19, 28.25
44.231433, -76.614006, 52, 18:07:25, 285.25, 71.06, 28.25
44.231426, -76.613990, 53, 18:07:27, 283.75, 70.94, 28.25
44.231433, -76.613990, 54, 18:07:29, 284.25, 70.56, 28.25
44.231433, -76.613983, 55, 18:07:31, 283.25, 70.69, 28.19
44.231437, -76.613983, 56, 18:07:33, 282.75, 71.00, 28.19
44.231437, -76.613983, 57, 18:07:35, 283.25, 70.81, 28.19
44.231437, -76.613983, 58, 18:07:38, 283.50, 70.69, 28.12
44.231437, -76.613990, 59, 18:07:40, 283.25, 70.87, 28.12
44.231437, -76.613990, 60, 18:07:42, 283.75, 70.87, 28.12
44.231437, -76.613990, 61, 18:07:44, 283.75, 71.06, 28.06
44.231433, -76.613990, 62, 18:07:46, 284.25, 71.25, 28.06
44.231433, -76.613990, 63, 18:07:48, 283.25, 71.00, 28.06
44.231433, -76.613990, 64, 18:07:50, 284.75, 71.19, 28.06
44.231437, -76.613990, 65, 18:07:52, 283.75, 70.69, 28.06
44.231441, -76.613990, 66, 18:07:54, 283.25, 71.19, 28.06
44.231445, -76.613983, 67, 18:07:56, 286.50, 71.75, 28.00
44.231449, -76.613960, 68, 18:07:58, 287.25, 71.94, 28.00
44.231445, -76.613937, 69, 18:08:00, 288.00, 71.62, 28.00
44.231441, -76.613929, 70, 18:08:02, 287.00, 71.69, 28.00
44.231437, -76.613929, 71, 18:08:04, 287.75, 71.94, 28.00
44.231430, -76.613937, 72, 18:08:06, 288.25, 72.06, 28.00
44.231426, -76.613937, 73, 18:08:08, 287.00, 71.87, 28.00
44.231426, -76.613937, 74, 18:08:10, 286.75, 71.75, 28.00
44.231430, -76.613937, 75, 18:08:12, 287.50, 72.25, 27.94
44.231433, -76.613929, 76, 18:08:15, 289.25, 72.56, 27.94
44.231437, -76.613929, 77, 18:08:17, 292.50, 73.62, 27.94
44.231445, -76.613929, 78, 18:08:19, 294.50, 72.75, 28.00
44.231445, -76.613929, 79, 18:08:21, 290.75, 72.56, 28.06
44.231449, -76.613929, 80, 18:08:23, 288.75, 71.56, 28.12
44.231449, -76.613929, 81, 18:08:25, 284.75, 71.12, 28.12
44.231456, -76.613929, 82, 18:08:27, 284.25, 71.44, 28.12
44.231460, -76.613929, 83, 18:08:29, 297.00, 72.12, 28.12
44.231464, -76.613937, 84, 18:08:31, 285.25, 71.87, 28.19
44.231468, -76.613937, 85, 18:08:33, 285.25, 71.06, 28.19
44.231472, -76.613945, 86, 18:08:35, 285.25, 71.12, 28.12
44.231479, -76.613952, 87, 18:08:37, 284.25, 71.06, 28.12
44.231479, -76.613952, 88, 18:08:39, 287.00, 71.31, 28.12
44.231479, -76.613952, 89, 18:08:41, 286.50, 71.37, 28.12
44.231475, -76.613960, 90, 18:08:43, 284.50, 71.44, 28.06
44.231475, -76.613960, 91, 18:08:45, 285.75, 71.44, 28.06
44.231475, -76.613967, 92, 18:08:47, 284.75, 71.19, 28.12
44.231475, -76.613967, 93, 18:08:49, 286.25, 71.31, 28.06
44.231472, -76.613975, 94, 18:08:51, 285.50, 71.37, 28.06
44.231472, -76.613983, 95, 18:08:54, 285.75, 71.44, 28.06
44.231472, -76.613983, 96, 18:08:56, 285.75, 71.50, 28.06
44.231472, -76.613990, 97, 18:08:58, 285.75, 71.31, 28.06
44.231472, -76.613998, 98, 18:09:00, 286.00, 71.50, 28.06
44.231472, -76.614006, 99, 18:09:02, 285.00, 71.37, 28.06
44.231468, -76.614013, 100, 18:09:04, 286.00, 71.12, 28.06
44.231468, -76.614013, 101, 18:09:06, 287.00, 71.44, 28.06
44.231468, -76.614021, 102, 18:09:08, 286.00, 71.31, 28.06
44.231468, -76.614021, 103, 18:09:10, 284.75, 71.50, 28.06
44.231464, -76.614021, 104, 18:09:12, 285.50, 71.50, 28.06
44.231456, -76.614021, 105, 18:09:14, 284.50, 71.31, 28.06
44.231449, -76.614028, 106, 18:09:16, 285.25, 71.06, 28.06
44.231441, -76.614028, 107, 18:09:18, 285.00, 71.31, 28.06
44.231437, -76.614028, 108, 18:09:20, 286.00, 71.50, 28.06
44.231433, -76.614028, 109, 18:09:22, 285.25, 71.56, 28.06
44.231430, -76.614028, 110, 18:09:24, 288.75, 71.62, 28.06
44.231422, -76.614036, 111, 18:09:26, 288.50, 72.56, 28.00
44.231414, -76.614036, 112, 18:09:28, 290.50, 72.81, 28.00
44.231407, -76.614036, 113, 18:09:31, 288.75, 71.81, 28.06
44.231403, -76.614036, 114, 18:09:33, 286.50, 71.44, 28.06
44.231395, -76.614036, 115, 18:09:35, 287.00, 71.62, 28.00
44.231391, -76.614036, 116, 18:09:37, 290.00, 73.87, 28.06
44.231391, -76.614028, 117, 18:09:39, 294.00, 72.12, 28.06
44.231388, -76.614036, 118, 18:09:41, 289.75, 73.06, 28.06
44.231388, -76.614028, 119, 18:09:43, 304.75, 76.19, 28.12
44.231399, -76.614021, 120, 18:09:45, 303.50, 75.62, 28.31
44.231391, -76.614013, 121, 18:09:47, 286.00, 71.62, 28.44
44.231388, -76.614006, 122, 18:09:49, 285.25, 71.37, 28.44
44.231395, -76.613998, 123, 18:09:51, 286.00, 71.19, 28.44
44.231395, -76.613990, 124, 18:09:53, 287.50, 72.12, 28.44
44.231395, -76.613983, 125, 18:09:55, 292.50, 74.94, 28.56
44.231395, -76.613967, 126, 18:09:57, 299.25, 75.37, 28.69
44.231395, -76.613960, 127, 18:09:59, 301.50, 76.06, 28.81
44.231399, -76.613952, 128, 18:10:01, 303.25, 74.56, 29.00
44.231399, -76.613952, 129, 18:10:03, 293.50, 72.12, 29.19
44.231399, -76.613945, 130, 18:10:05, 288.50, 73.31, 29.19
44.231399, -76.613937, 131, 18:10:07, 297.75, 73.87, 29.31
44.231403, -76.613937, 132, 18:10:10, 297.25, 74.00, 29.44
44.231422, -76.613922, 133, 18:10:12, 299.50, 76.12, 29.50
44.231441, -76.613906, 134, 18:10:14, 303.50, 75.69, 29.69
44.231460, -76.613883, 135, 18:10:16, 303.50, 76.37, 29.81
44.231479, -76.613861, 136, 18:10:18, 306.75, 76.69, 30.00
44.231498, -76.613838, 137, 18:10:20, 306.25, 76.56, 30.19
44.231513, -76.613815, 138, 18:10:22, 306.00, 74.81, 30.37
44.231525, -76.613807, 139, 18:10:24, 296.75, 75.31, 30.44
44.231521, -76.613807, 140, 18:10:26, 297.75, 77.62, 30.56
