latitude, longitude, datanum, time, pressure, altitude, temperature
43.748901, -79.189888, 1, 13:27:07, 424.50, 105.81, 26.19
43.748840, -79.189880, 2, 13:27:28, 425.00, 106.37, 26.19
43.748741, -79.189949, 3, 13:27:48, 424.50, 106.31, 26.19
43.748634, -79.190055, 4, 13:28:09, 421.75, 105.37, 26.19
43.748569, -79.190147, 5, 13:28:29, 415.00, 103.62, 26.19
43.748466, -79.190307, 6, 13:28:50, 406.00, 101.50, 26.19
43.748420, -79.190292, 7, 13:29:10, 400.25, 100.06, 26.19
43.748336, -79.190155, 8, 13:29:31, 389.00, 97.31, 26.19
43.748237, -79.189979, 9, 13:29:51, 378.75, 94.25, 26.12
43.748157, -79.189720, 10, 13:30:12, 368.50, 92.12, 26.12
43.748119, -79.189682, 11, 13:30:32, 368.25, 92.00, 26.06
43.748123, -79.189529, 12, 13:30:53, 361.25, 90.31, 26.00
43.747940, -79.189338, 13, 13:31:14, 355.00, 88.44, 25.94
43.747776, -79.189155, 14, 13:31:34, 344.50, 85.75, 25.94
43.747642, -79.188964, 15, 13:31:55, 332.00, 82.62, 25.87
43.747543, -79.188804, 16, 13:32:15, 320.75, 80.00, 25.81
43.747474, -79.188735, 17, 13:32:36, 315.75, 78.62, 25.75
43.747615, -79.188819, 18, 13:32:56, 313.00, 78.62, 25.69
43.747455, -79.188705, 19, 13:33:17, 313.00, 78.12, 25.69
43.747379, -79.188758, 20, 13:33:37, 312.75, 78.12, 25.62
43.747386, -79.188774, 21, 13:33:58, 309.75, 77.50, 25.62
43.747386, -79.188667, 22, 13:34:19, 307.75, 76.75, 25.62
43.747386, -79.188598, 23, 13:34:39, 305.00, 76.56, 25.62
43.747425, -79.188430, 24, 13:35:00, 300.50, 75.00, 25.62
43.747463, -79.188209, 25, 13:35:20, 295.00, 73.87, 25.62
43.747497, -79.188117, 26, 13:35:41, 293.50, 73.31, 25.62
43.747528, -79.187934, 27, 13:36:01, 290.50, 72.62, 25.56
43.747596, -79.187690, 28, 13:36:22, 285.00, 71.06, 25.56
43.747707, -79.187461, 29, 13:36:42, 281.25, 70.06, 25.50
43.747737, -79.187248, 30, 13:37:03, 274.50, 68.56, 25.50
43.747768, -79.187026, 31, 13:37:24, 270.00, 67.50, 25.44
43.747787, -79.186798, 32, 13:37:44, 267.25, 66.69, 25.37
43.747837, -79.186576, 33, 13:38:05, 262.25, 65.62, 25.37
43.747890, -79.186431, 34, 13:38:25, 259.50, 65.31, 25.31
43.747886, -79.186393, 35, 13:38:46, 258.25, 64.75, 25.31
43.747871, -79.186378, 36, 13:39:06, 258.25, 64.44, 25.31
43.747833, -79.186363, 37, 13:39:27, 254.75, 63.69, 25.37
43.747798, -79.186416, 38, 13:39:47, 257.75, 64.44, 25.37
43.747764, -79.186515, 39, 13:40:08, 259.50, 64.69, 25.37
43.747699, -79.186637, 40, 13:40:29, 258.75, 64.87, 25.37
43.747623, -79.186729, 41, 13:40:49, 258.25, 64.69, 25.44
43.747615, -79.186721, 42, 13:41:10, 256.75, 64.19, 25.44
43.747646, -79.186752, 43, 13:41:30, 255.50, 63.88, 25.50
43.747627, -79.186752, 44, 13:41:51, 255.00, 63.94, 25.50
43.747634, -79.186759, 45, 13:42:11, 256.00, 63.81, 25.56
43.747604, -79.186904, 46, 13:42:32, 254.50, 63.56, 25.56
43.747512, -79.187133, 47, 13:42:52, 254.00, 63.69, 25.56
43.747383, -79.187355, 48, 13:43:13, 252.25, 63.38, 25.56
43.747306, -79.187500, 49, 13:43:33, 252.00, 63.13, 25.62
43.747291, -79.187522, 50, 13:43:54, 251.25, 62.69, 25.62
43.747169, -79.187683, 51, 13:44:15, 252.00, 62.94, 25.62
43.747119, -79.187759, 52, 13:44:35, 251.75, 63.00, 25.62
43.747131, -79.187866, 53, 13:44:56, 247.50, 62.06, 25.62
43.747119, -79.187866, 54, 13:45:16, 247.50, 61.88, 25.69
43.747127, -79.187866, 55, 13:45:37, 246.25, 61.88, 25.69
43.747127, -79.187858, 56, 13:45:57, 244.50, 61.25, 25.69
43.747123, -79.187858, 57, 13:46:18, 244.50, 61.38, 25.69
43.747108, -79.187858, 58, 13:46:38, 245.50, 61.13, 25.69
43.747116, -79.187858, 59, 13:46:59, 245.00, 61.06, 25.69
43.747127, -79.187866, 60, 13:47:20, 244.25, 61.19, 25.69
43.747131, -79.187866, 61, 13:47:40, 244.75, 61.19, 25.69
43.747112, -79.187881, 62, 13:48:01, 246.50, 61.25, 25.69
43.747100, -79.187896, 63, 13:48:21, 245.75, 61.31, 25.69
43.747093, -79.187904, 64, 13:48:42, 245.50, 61.31, 25.75
43.747104, -79.187904, 65, 13:49:02, 246.75, 62.00, 25.75
43.747119, -79.187919, 66, 13:49:23, 245.25, 61.31, 25.75
43.747127, -79.187927, 67, 13:49:43, 245.25, 61.50, 25.75
43.747123, -79.187911, 68, 13:50:04, 245.00, 61.06, 25.75
43.747112, -79.187896, 69, 13:50:25, 247.50, 61.63, 25.75
43.747123, -79.187881, 70, 13:50:45, 246.50, 61.81, 25.75
43.747154, -79.187835, 71, 13:51:06, 247.50, 61.75, 25.75
43.747142, -79.187858, 72, 13:51:26, 247.50, 61.88, 25.75
43.747154, -79.187835, 73, 13:51:47, 249.50, 62.38, 25.81
43.747112, -79.187873, 74, 13:52:07, 248.50, 62.13, 25.75
43.747112, -79.187881, 75, 13:52:28, 246.75, 61.81, 25.81
43.747104, -79.187889, 76, 13:52:48, 247.50, 62.00, 25.81
43.747112, -79.187881, 77, 13:53:09, 247.50, 62.00, 25.81
43.747108, -79.187881, 78, 13:53:29, 248.00, 62.00, 25.81
43.747116, -79.187881, 79, 13:53:50, 249.00, 62.00, 25.81
43.747119, -79.187881, 80, 13:54:11, 248.50, 61.88, 25.81
43.747119, -79.187881, 81, 13:54:31, 247.00, 62.00, 25.81
43.747112, -79.187881, 82, 13:54:52, 246.00, 61.63, 25.81
43.747108, -79.187881, 83, 13:55:12, 246.25, 61.56, 25.87
43.747116, -79.187889, 84, 13:55:33, 245.75, 61.63, 25.87
43.747119, -79.187866, 85, 13:55:53, 248.25, 61.63, 25.87
43.747058, -79.187873, 86, 13:56:14, 252.25, 63.25, 25.87
43.747039, -79.188056, 87, 13:56:34, 248.25, 62.00, 25.87
43.747047, -79.188056, 88, 13:56:55, 248.75, 62.06, 25.87
43.747055, -79.188156, 89, 13:57:16, 249.50, 62.50, 25.81
43.747062, -79.188163, 90, 13:57:36, 248.50, 61.94, 25.81
43.747051, -79.188148, 91, 13:57:57, 248.00, 61.94, 25.75
43.747058, -79.188163, 92, 13:58:17, 249.75, 62.25, 25.75
43.747062, -79.188171, 93, 13:58:38, 248.75, 62.25, 25.69
43.747039, -79.188179, 94, 13:58:58, 249.00, 62.44, 25.69
43.747066, -79.188163, 95, 13:59:19, 251.00, 62.44, 25.69
43.747074, -79.188171, 96, 13:59:39, 250.25, 62.56, 25.69
43.747097, -79.188179, 97, 14:00:00, 251.00, 62.94, 25.62
43.747074, -79.188179, 98, 14:00:21, 252.00, 62.88, 25.62
43.747100, -79.187774, 99, 14:00:41, 254.00, 63.50, 25.62
43.747360, -79.187438, 100, 14:01:02, 254.50, 63.63, 25.62
43.747539, -79.187080, 101, 14:01:22, 257.25, 63.88, 25.56
43.747688, -79.186706, 102, 14:01:43, 259.25, 64.75, 25.56
43.747772, -79.186851, 103, 14:02:03, 269.00, 67.44, 25.50
43.747714, -79.187248, 104, 14:02:24, 278.25, 69.94, 25.50
43.747611, -79.187583, 105, 14:02:44, 286.75, 71.56, 25.44
43.747505, -79.188003, 106, 14:03:05, 295.50, 73.62, 25.37
43.747341, -79.188362, 107, 14:03:26, 301.50, 75.75, 25.31
43.747436, -79.188697, 108, 14:03:46, 314.00, 78.37, 25.31
43.747585, -79.188972, 109, 14:04:07, 325.50, 81.31, 25.25
43.747680, -79.189224, 110, 14:04:27, 338.75, 85.06, 25.19
43.747802, -79.189460, 111, 14:04:48, 353.25, 88.44, 25.19
43.747959, -79.189704, 112, 14:05:08, 366.00, 91.62, 25.12
43.748073, -79.189956, 113, 14:05:29, 379.00, 94.81, 25.12
43.748199, -79.190170, 114, 14:05:49, 392.50, 98.37, 25.06
43.748352, -79.190368, 115, 14:06:10, 407.75, 101.81, 25.00
43.748531, -79.190544, 116, 14:06:30, 418.50, 104.69, 24.94
43.748710, -79.190612, 117, 14:06:51, 427.50, 107.00, 24.94
43.748836, -79.190582, 118, 14:07:12, 429.00, 106.94, 24.94
43.748641, -79.190536, 119, 14:07:32, 420.50, 104.75, 24.87
43.748466, -79.190383, 120, 14:07:53, 406.00, 101.25, 24.87
43.748317, -79.190177, 121, 14:08:13, 390.00, 97.12, 24.81
43.748229, -79.189880, 122, 14:08:34, 373.25, 92.75, 24.81
43.748138, -79.189567, 123, 14:08:54, 357.00, 89.00, 24.75
43.748058, -79.189575, 124, 14:09:15, 357.25, 89.81, 24.75
43.748146, -79.189910, 125, 14:09:35, 372.75, 93.44, 24.69
43.748275, -79.190238, 126, 14:09:56, 393.00, 98.31, 24.62
43.748508, -79.190376, 127, 14:10:17, 409.00, 102.75, 24.56
43.748752, -79.190116, 128, 14:10:37, 428.00, 106.94, 24.50
43.748908, -79.189903, 129, 14:10:58, 429.50, 107.19, 24.44
43.748828, -79.189964, 130, 14:11:18, 426.50, 106.44, 24.37
43.748641, -79.190193, 131, 14:11:39, 419.00, 104.44, 24.37
43.748462, -79.190361, 132, 14:11:59, 400.00, 99.94, 24.37
43.748310, -79.190101, 133, 14:12:20, 383.50, 95.69, 24.31
43.748271, -79.189765, 134, 14:12:41, 370.25, 92.25, 24.25
43.748142, -79.189468, 135, 14:13:01, 354.50, 88.44, 24.25
43.747894, -79.189140, 136, 14:13:22, 340.75, 85.25, 24.19
43.747611, -79.188796, 137, 14:13:42, 323.25, 80.62, 24.19
43.747291, -79.188606, 138, 14:14:03, 305.75, 76.06, 24.12
43.747245, -79.188690, 139, 14:14:23, 302.75, 75.81, 24.06
43.747386, -79.188339, 140, 14:14:44, 299.25, 74.56, 24.06
43.747501, -79.187980, 141, 14:15:04, 289.00, 72.00, 24.06
43.747638, -79.187644, 142, 14:15:25, 278.75, 70.44, 24.00
43.747688, -79.187286, 143, 14:15:46, 270.50, 67.62, 23.94
43.747749, -79.186904, 144, 14:16:06, 260.50, 65.19, 23.94
43.747863, -79.186523, 145, 14:16:27, 252.25, 62.56, 23.94
43.747726, -79.186538, 146, 14:16:47, 249.00, 62.44, 23.94
43.747627, -79.186882, 147, 14:17:08, 247.25, 61.75, 23.94
43.747478, -79.187202, 148, 14:17:28, 242.75, 61.06, 23.94
43.747325, -79.187477, 149, 14:17:49, 243.00, 61.13, 23.94
43.747253, -79.187599, 150, 14:18:09, 242.75, 60.81, 23.94
43.747241, -79.187591, 151, 14:18:30, 243.75, 60.94, 23.94
43.747245, -79.187599, 152, 14:18:51, 242.25, 60.88, 23.94
43.747249, -79.187599, 153, 14:19:11, 243.75, 61.13, 24.00
43.747241, -79.187591, 154, 14:19:32, 247.00, 61.75, 24.00
43.747234, -79.187576, 155, 14:19:52, 247.00, 61.75, 24.06
43.747238, -79.187576, 156, 14:20:13, 244.75, 61.75, 24.12
43.747238, -79.187576, 157, 14:20:33, 245.75, 61.44, 24.19
43.747249, -79.187583, 158, 14:20:54, 246.50, 61.75, 24.25
43.747249, -79.187591, 159, 14:21:15, 248.50, 62.06, 24.31
43.747253, -79.187599, 160, 14:21:35, 248.00, 62.00, 24.37
43.747241, -79.187599, 161, 14:21:56, 248.50, 61.88, 24.44
43.747238, -79.187591, 162, 14:22:16, 246.50, 61.63, 24.50
43.747238, -79.187591, 163, 14:22:37, 247.00, 61.88, 24.56
43.747222, -79.187576, 164, 14:22:57, 247.50, 61.69, 24.62
43.747241, -79.187599, 165, 14:23:18, 247.50, 62.06, 24.62
43.747245, -79.187606, 166, 14:23:38, 247.75, 61.75, 24.75
43.747241, -79.187599, 167, 14:23:59, 247.00, 62.06, 24.75
43.747249, -79.187606, 168, 14:24:20, 248.50, 62.81, 24.81
43.747169, -79.187713, 169, 14:24:40, 249.25, 62.31, 24.87
43.747062, -79.187889, 170, 14:25:01, 247.25, 61.69, 24.94
43.747051, -79.187873, 171, 14:25:21, 246.00, 61.38, 24.94
43.747058, -79.187881, 172, 14:25:42, 246.00, 61.31, 25.00
43.747055, -79.187881, 173, 14:26:02, 247.00, 61.63, 25.00
43.747047, -79.187866, 174, 14:26:23, 246.25, 61.81, 25.06
43.747062, -79.187881, 175, 14:26:43, 247.50, 61.81, 25.06
43.747066, -79.187881, 176, 14:27:04, 248.75, 62.63, 25.06
43.747062, -79.187881, 177, 14:27:25, 249.00, 62.50, 25.12
43.747062, -79.187866, 178, 14:27:45, 248.50, 61.94, 25.19
43.747062, -79.187866, 179, 14:28:06, 249.25, 62.38, 25.25
43.747085, -79.187896, 180, 14:28:26, 251.75, 62.94, 25.25
43.747070, -79.187881, 181, 14:28:47, 252.75, 63.25, 25.31
43.747070, -79.187873, 182, 14:29:07, 253.25, 63.06, 25.31
43.747062, -79.187873, 183, 14:29:28, 251.25, 63.00, 25.31
43.747055, -79.187866, 184, 14:29:48, 252.00, 63.06, 25.37
43.747058, -79.187858, 185, 14:30:09, 255.50, 63.75, 25.37
43.747058, -79.187858, 186, 14:30:30, 252.75, 63.38, 25.37
43.747066, -79.187858, 187, 14:30:50, 253.75, 63.19, 25.44
43.747070, -79.187835, 188, 14:31:11, 253.50, 63.25, 25.44
43.747062, -79.187850, 189, 14:31:31, 252.25, 63.25, 25.44
43.747062, -79.187858, 190, 14:31:52, 253.00, 63.25, 25.44
43.747066, -79.187873, 191, 14:32:12, 259.25, 63.63, 25.50
43.747070, -79.187873, 192, 14:32:33, 253.00, 63.25, 25.50
43.747089, -79.187889, 193, 14:32:53, 251.50, 63.50, 25.50
43.747108, -79.187896, 194, 14:33:14, 253.50, 63.50, 25.50
43.747104, -79.187889, 195, 14:33:35, 256.25, 63.75, 25.56
43.747081, -79.187881, 196, 14:33:55, 256.25, 63.81, 25.56
43.747100, -79.187873, 197, 14:34:16, 258.00, 64.31, 25.56
43.747085, -79.187858, 198, 14:34:36, 258.25, 64.50, 25.56
43.747070, -79.187843, 199, 14:34:57, 255.50, 63.75, 25.56
43.747066, -79.187858, 200, 14:35:17, 255.00, 64.00, 25.56
43.747070, -79.187866, 201, 14:35:38, 257.25, 64.12, 25.56
43.747081, -79.187866, 202, 14:35:58, 257.25, 64.31, 25.56
43.747089, -79.187873, 203, 14:36:19, 256.25, 64.12, 25.56
43.747093, -79.187889, 204, 14:36:39, 258.75, 64.56, 25.56
43.747077, -79.187873, 205, 14:37:00, 256.25, 63.94, 25.62
43.747097, -79.187881, 206, 14:37:21, 258.50, 64.94, 25.62
43.747104, -79.187866, 207, 14:37:41, 257.75, 64.25, 25.62
43.747108, -79.187881, 208, 14:38:02, 256.50, 64.31, 25.62
43.747070, -79.187881, 209, 14:38:22, 255.00, 63.94, 25.69
43.747074, -79.187866, 210, 14:38:43, 255.50, 63.75, 25.69
43.747062, -79.187866, 211, 14:39:03, 253.75, 63.63, 25.75
43.747070, -79.187866, 212, 14:39:24, 251.00, 63.13, 25.81
43.747074, -79.187866, 213, 14:39:44, 251.75, 63.06, 25.81
43.747077, -79.187866, 214, 14:40:05, 251.00, 62.81, 25.87
43.747081, -79.187881, 215, 14:40:26, 250.50, 62.56, 25.87
43.747077, -79.187866, 216, 14:40:46, 249.75, 62.81, 25.87
43.747093, -79.187881, 217, 14:41:07, 250.25, 62.44, 25.87
43.747097, -79.187881, 218, 14:41:27, 254.00, 62.38, 25.94
43.747077, -79.187873, 219, 14:41:48, 252.75, 63.06, 25.87
43.747058, -79.187858, 220, 14:42:08, 250.50, 63.06, 25.87
43.747066, -79.187896, 221, 14:42:29, 251.00, 63.06, 25.87
43.747066, -79.187873, 222, 14:42:49, 251.75, 62.88, 25.94
43.747074, -79.187881, 223, 14:43:10, 251.00, 63.00, 25.87
43.747074, -79.187919, 224, 14:43:31, 250.00, 62.38, 25.94
43.747066, -79.187934, 225, 14:43:51, 249.75, 62.63, 25.94
43.747062, -79.187942, 226, 14:44:12, 252.25, 62.56, 25.94
43.747058, -79.187950, 227, 14:44:32, 250.00, 62.75, 25.94
43.747024, -79.187995, 228, 14:44:53, 251.00, 61.63, 25.94
43.747028, -79.188011, 229, 14:45:13, 250.00, 62.06, 26.00
43.747089, -79.188186, 230, 14:45:34, 246.75, 61.38, 26.00
43.747081, -79.188186, 231, 14:45:54, 247.25, 61.63, 26.00
43.747077, -79.188179, 232, 14:46:15, 246.50, 61.06, 26.00
43.747108, -79.188179, 233, 14:46:35, 245.75, 61.88, 25.94
43.747081, -79.188179, 234, 14:46:56, 248.25, 61.94, 25.94
43.747055, -79.188171, 235, 14:47:17, 246.00, 61.69, 25.87
43.747081, -79.188179, 236, 14:47:37, 248.25, 62.19, 25.87
43.747074, -79.188171, 237, 14:47:58, 248.25, 61.75, 25.87
43.747074, -79.188171, 238, 14:48:18, 248.50, 62.13, 25.81
43.747051, -79.188201, 239, 14:48:39, 247.00, 61.81, 25.81
43.747062, -79.188186, 240, 14:48:59, 250.25, 62.44, 25.75
43.747055, -79.188171, 241, 14:49:20, 251.50, 62.56, 25.75
43.747055, -79.188171, 242, 14:49:40, 250.00, 62.88, 25.69
43.747055, -79.188171, 243, 14:50:01, 251.50, 63.06, 25.69
43.747062, -79.188186, 244, 14:50:22, 250.50, 62.75, 25.69
43.747058, -79.188179, 245, 14:50:42, 251.00, 62.75, 25.69
43.747051, -79.188163, 246, 14:51:03, 251.00, 62.94, 25.62
43.747047, -79.188163, 247, 14:51:23, 250.00, 62.25, 25.69
43.747043, -79.188140, 248, 14:51:44, 249.00, 62.50, 25.69
43.747070, -79.188179, 249, 14:52:04, 249.00, 62.25, 25.69
43.747074, -79.188194, 250, 14:52:25, 248.00, 61.94, 25.75
43.747070, -79.188179, 251, 14:52:45, 248.25, 62.00, 25.75
43.747070, -79.188186, 252, 14:53:06, 246.75, 61.88, 25.69
43.747070, -79.188163, 253, 14:53:26, 248.25, 62.06, 25.69
43.747104, -79.188049, 254, 14:53:47, 247.50, 61.81, 25.69
43.747066, -79.188171, 255, 14:54:08, 248.50, 62.00, 25.62
43.747051, -79.188171, 256, 14:54:28, 248.25, 62.31, 25.62
43.747058, -79.188186, 257, 14:54:49, 249.00, 62.50, 25.56
43.747028, -79.188171, 258, 14:55:09, 249.75, 62.44, 25.56
43.747028, -79.188163, 259, 14:55:30, 249.50, 62.38, 25.56
43.747024, -79.188171, 260, 14:55:50, 250.00, 62.38, 25.50
43.747028, -79.188171, 261, 14:56:11, 250.50, 62.69, 25.50
43.747032, -79.188171, 262, 14:56:31, 250.00, 62.44, 25.50
43.747028, -79.188163, 263, 14:56:52, 249.75, 62.88, 25.50
43.747043, -79.188179, 264, 14:57:13, 250.00, 62.63, 25.50
43.747051, -79.188156, 265, 14:57:33, 251.00, 62.88, 25.44
43.747058, -79.188171, 266, 14:57:54, 251.00, 62.69, 25.44
43.747062, -79.188171, 267, 14:58:14, 250.50, 62.56, 25.44
43.747062, -79.188163, 268, 14:58:35, 249.25, 62.88, 25.44
43.747035, -79.188140, 269, 14:58:55, 250.00, 62.50, 25.44
43.747028, -79.188148, 270, 14:59:16, 249.50, 62.44, 25.44
43.747047, -79.188156, 271, 14:59:36, 247.50, 61.63, 25.37
43.747039, -79.188156, 272, 14:59:57, 250.50, 62.50, 25.37
43.747035, -79.188156, 273, 15:00:18, 249.50, 62.25, 25.37
43.747039, -79.188156, 274, 15:00:38, 249.00, 62.38, 25.37
43.747055, -79.188163, 275, 15:00:59, 249.75, 62.38, 25.37
43.747055, -79.188163, 276, 15:01:19, 249.00, 62.38, 25.37
43.747043, -79.188156, 277, 15:01:40, 249.75, 62.38, 25.37
43.747028, -79.188140, 278, 15:02:00, 250.50, 62.50, 25.37
43.747047, -79.188156, 279, 15:02:21, 250.00, 62.38, 25.37
43.747047, -79.188156, 280, 15:02:41, 249.50, 62.38, 25.37
43.747039, -79.188148, 281, 15:03:02, 250.50, 62.56, 25.37
43.747051, -79.188163, 282, 15:03:23, 249.75, 62.44, 25.37
43.747055, -79.188163, 283, 15:03:43, 250.50, 63.25, 25.37
43.747047, -79.188163, 284, 15:04:04, 251.75, 62.88, 25.37
43.747039, -79.188163, 285, 15:04:24, 251.75, 62.69, 25.37
43.747062, -79.188179, 286, 15:04:45, 250.25, 62.94, 25.44
43.747016, -79.188133, 287, 15:05:05, 250.50, 62.94, 25.44
43.746997, -79.188117, 288, 15:05:26, 251.75, 63.19, 25.44
43.747001, -79.188148, 289, 15:05:46, 250.50, 62.69, 25.44
43.747005, -79.188163, 290, 15:06:07, 251.50, 62.88, 25.44
43.747035, -79.188171, 291, 15:06:28, 249.00, 62.06, 25.50
43.747016, -79.188156, 292, 15:06:48, 251.50, 62.94, 25.50
43.747009, -79.188140, 293, 15:07:09, 250.75, 62.94, 25.50
43.747005, -79.188156, 294, 15:07:29, 249.50, 62.50, 25.56
43.747016, -79.188163, 295, 15:07:50, 249.75, 62.63, 25.56
43.747028, -79.188194, 296, 15:08:10, 250.00, 62.38, 25.62
43.747039, -79.188201, 297, 15:08:31, 251.00, 62.63, 25.62
43.747055, -79.188194, 298, 15:08:51, 250.50, 62.63, 25.56
43.747058, -79.188209, 299, 15:09:12, 251.00, 62.75, 25.56
43.747085, -79.188224, 300, 15:09:33, 251.00, 62.94, 25.56
43.747089, -79.188179, 301, 15:09:53, 253.50, 62.94, 25.50
43.747097, -79.188209, 302, 15:10:14, 251.75, 63.19, 25.50
43.747097, -79.188186, 303, 15:10:34, 252.25, 62.94, 25.44
43.747100, -79.188186, 304, 15:10:55, 251.75, 63.38, 25.44
43.747097, -79.188179, 305, 15:11:15, 253.00, 63.06, 25.44
43.747089, -79.188156, 306, 15:11:36, 253.50, 63.06, 25.44
43.747055, -79.188133, 307, 15:11:56, 252.25, 63.06, 25.44
43.747043, -79.188125, 308, 15:12:17, 253.75, 63.38, 25.44
43.747070, -79.188156, 309, 15:12:37, 253.25, 62.94, 25.44
43.747058, -79.188156, 310, 15:12:58, 253.00, 63.19, 25.44
43.747093, -79.188163, 311, 15:13:19, 252.00, 63.00, 25.44
43.747116, -79.188201, 312, 15:13:39, 253.50, 63.44, 25.44
43.747097, -79.188217, 313, 15:14:00, 253.50, 63.38, 25.44
43.747077, -79.188163, 314, 15:14:20, 253.50, 63.63, 25.44
43.747051, -79.188148, 315, 15:14:41, 253.50, 63.19, 25.44
43.747066, -79.188171, 316, 15:15:01, 253.50, 63.38, 25.37
43.747081, -79.188179, 317, 15:15:22, 254.00, 63.56, 25.37
43.747123, -79.188209, 318, 15:15:43, 252.50, 63.25, 25.37
43.747127, -79.188163, 319, 15:16:03, 250.50, 62.75, 25.31
43.747135, -79.188140, 320, 15:16:24, 251.75, 63.19, 25.31
43.747158, -79.188156, 321, 15:16:44, 253.50, 63.19, 25.31
43.747146, -79.188133, 322, 15:17:05, 252.50, 63.31, 25.31
43.747150, -79.188125, 323, 15:17:25, 253.50, 63.19, 25.31
43.747081, -79.188179, 324, 15:17:46, 251.75, 62.88, 25.31
43.747135, -79.188179, 325, 15:18:06, 255.00, 63.63, 25.31
43.747142, -79.188156, 326, 15:18:27, 252.25, 62.88, 25.37
43.747142, -79.188171, 327, 15:18:47, 254.50, 63.69, 25.31
43.747123, -79.188163, 328, 15:19:08, 255.00, 63.94, 25.31
43.747123, -79.188156, 329, 15:19:29, 255.50, 63.88, 25.37
43.747119, -79.188117, 330, 15:19:49, 254.50, 63.81, 25.37
43.747123, -79.188117, 331, 15:20:10, 255.00, 63.56, 25.37
43.747123, -79.188163, 332, 15:20:30, 252.50, 63.19, 25.37
43.747154, -79.188179, 333, 15:20:51, 254.75, 63.50, 25.44
43.747150, -79.188156, 334, 15:21:11, 255.00, 63.38, 25.44
43.747100, -79.188171, 335, 15:21:32, 254.50, 63.63, 25.44
43.747123, -79.188171, 336, 15:21:52, 254.25, 63.69, 25.44
43.747119, -79.188186, 337, 15:22:13, 254.75, 63.69, 25.50
43.747112, -79.188179, 338, 15:22:34, 254.50, 63.56, 25.50
43.747108, -79.188186, 339, 15:22:54, 254.75, 63.50, 25.50
43.747108, -79.188194, 340, 15:23:15, 254.50, 63.88, 25.50
43.747100, -79.188179, 341, 15:23:35, 253.75, 63.69, 25.56
